
"Title","Authors","Number of Authors","Scopus Author Ids","Year","Scopus Source title","Field-Weighted View Impact","Views","Citations","Field-Weighted Citation Impact","Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile","Reference","Abstract","DOI","Publication type","EID","Institutions","Scopus Affiliation IDs","Scopus Affiliation names","Country/Region","All Science Journal Classification (ASJC) code","All Science Journal Classification (ASJC) field name","Topic Cluster name","Topic Cluster number","Topic name","Topic number","Topic Cluster Prominence Percentile","Topic Prominence Percentile"
"Relationship between the dependences of dielectric permittivity and conductivity of moistened rocks","Sidorov, V.K.| Tarantin, M.V.| Bel’tyukov, N.L.","3","7201652274| 36601605800| 55920873300","2015","Doklady Earth Sciences","0.77","15","1","0","66","71","Sidorov, V.K., Tarantin, M.V., Bel’tyukov, N.L. (2015).Relationship between the dependences of dielectric permittivity and conductivity of moistened rocks. Doklady Earth Sciences,465(1) 1172-1176","https://www.scopus.com/record/display.url?eid=2-s2.0-84951161900&origin=resultslist","10.1134/S1028334X15110148","Article","2-s2.0-84951161900","RAS - Mining Institute, Ural Branch| Perm National Research Polytechnic University","60109738| 60023325","Mining Institute of the Ural Branch of the Russian Academy of Sciences| Perm National Research Polytechnic University","Russian Federation","1900| 1901","General Earth and Planetary Sciences| Earth and Planetary Sciences (miscellaneous)","Electrical Resistivity,Ground Penetrating Radar Systems,Geological Surveys","508","Induced Polarization,Electrical Resistivity,Metallic Mineral","9758","56.693","91.429"
"The method of structural and technological synthesis of a device for rehabilitation of the elbow joint based on 3d modeling and the process of rapid prototyping","Kobityansky, A.E.| Trofimov, A.O.","2","56700284200| 56800154500","2015","Biosciences Biotechnology Research Asia","0.74","23","1","0","66","71","Kobityansky, A.E., Trofimov, A.O. (2015).The method of structural and technological synthesis of a device for rehabilitation of the elbow joint based on 3d modeling and the process of rapid prototyping. Biosciences Biotechnology Research Asia,12(2) 1433-1444","https://www.scopus.com/record/display.url?eid=2-s2.0-84940062374&origin=resultslist","10.13005/bbra/1802","Article","2-s2.0-84940062374","Perm National Research Polytechnic University","60023325","Perm National Research Polytechnic University","Russian Federation","1102| 1305| 3002","Agronomy and Crop Science| Biotechnology| Drug Discovery","Hydroxyapatite,Calcium Phosphate,Scaffolds","247","Tissue Engineering,Polycaprolactone,Selective Laser Sintering","2862","92.57","99.608"
"Use of imaging in the forecasts of composite columns damage with stiff reinforcement","Kashevarova, G.G.| Martirosyan, A.S.| Travush, V.I.","3","39161636700| 55749616400| 6602647191","2015","Scientific Visualization","1.24","29","1","0","66","71","Kashevarova, G.G., Martirosyan, A.S., Travush, V.I. (2015).Use of imaging in the forecasts of composite columns damage with stiff reinforcement. Scientific Visualization,7(5) 122-141","https://www.scopus.com/record/display.url?eid=2-s2.0-84955309092&origin=resultslist","-","Article","2-s2.0-84955309092","Perm National Research Polytechnic University","60023325| 100837982","Perm National Research Polytechnic University| Russian Academy of Architecture and Construction Sciences","Russian Federation","1707| 1712","Computer Vision and Pattern Recognition| Software","Pressure Vessels,Finite Element Method,Stresses","1354","Subsoil,Concrete Slabs,Loading Test","44514","13.722","62.326"
"Cognitive mechanisms of translation","Kushnina, L.V.| Krivoruchko, A.I.| Ushakova, A.O.","3","57188668542| 57193132855| 57193131225","2016","Voprosy Kognitivnoy Lingvistiki","1.32","17","1","0.34","64","55","Kushnina, L.V., Krivoruchko, A.I., Ushakova, A.O. (2016).Cognitive mechanisms of translation. Voprosy Kognitivnoy Lingvistiki,(3) 85-95","https://www.scopus.com/record/display.url?eid=2-s2.0-85011063971&origin=resultslist","10.20916/1812-3228-2016-3-85-95","Article","2-s2.0-85011063971","Perm National Research Polytechnic University","60023325","Perm National Research Polytechnic University","Russian Federation","1203| 3310","Language and Linguistics| Linguistics and Language","Students,Russian,Education","1114","Russian Language,Language Picture of the World,Explanatory Dictionary","25530","77.644","98.011"
"Metallurgical Processes During Plasma Remelting of a Metallized Coating of the Fe–C–Cr–Ti–Al System","Neulybin, S.D.| Shchitsyn, Y.D.| Verkhorubov, V.S.| Korobov, Y.S.| Filippov, M.A.| Savrai, R.A.| Soboleva, N.N.","7","56698252500| 6505867537| 56441675000| 14063208900| 7005557589| 14122253700| 56767782000","2017","Metallurgist","1.32","32","1","0.1","61","70","Neulybin, S.D., Shchitsyn, Y.D., Verkhorubov, V.S. and 4 more (...) (2017).Metallurgical Processes During Plasma Remelting of a Metallized Coating of the Fe–C–Cr–Ti–Al System. Metallurgist,60(11-12) 1202-1206","https://www.scopus.com/record/display.url?eid=2-s2.0-85018801675&origin=resultslist","10.1007/s11015-017-0430-z","Article","2-s2.0-85018801675","Ural Federal University| Russian Academy of Sciences| Perm National Research Polytechnic University","60023325| 60103702| 60021331","Perm National Research Polytechnic University| Ural Federal University| Russian Academy of Sciences","Russian Federation","2211| 2505| 2506| 3104","Mechanics of Materials| Materials Chemistry| Metals and Alloys| Condensed Matter Physics","Thermal Barrier Coatings,Sprayed Coatings,Plasma Spraying","534","Sprayed Coatings,Hot Corrosion,Cermet Cements","3212","71.62","96.759"
"Clustering as the factor of differentiation decline in the levels of territories’ development","Dubrovskaya, J.V.","1","56327948300","2016","Actual Problems of Economics","0.94","23","1","0.19","64","64","Dubrovskaya, J.V. (2016).Clustering as the factor of differentiation decline in the levels of territories’ development. Actual Problems of Economics,185(11) 258-267","https://www.scopus.com/record/display.url?eid=2-s2.0-84995896919&origin=resultslist","-","Article","2-s2.0-84995896919","Perm National Research Polytechnic University","60023325","Perm National Research Polytechnic University","Russian Federation","2002","Economics and Econometrics","Land Use,Models,Rural Areas","558","Circular Migration,Impact Studies,Libya","85213","64.659","38.177"
"Comparative analysis of software packages for RADAR data interferometric processing from CIS country view","Mozer, D.| Musikhin, V.| Maas, K.| Wolf, S.| McCarty, J.L.| Levin, E.| Gey, N.| Toleubekova, Z.","8","55826652900| 55670720600| 57197715337| 57197710888| 16233885800| 7202747038| 57197705036| 57197723534","2017","Surveying and Land Information Science","2.19","69","1","0.05","61","73","Mozer, D., Musikhin, V., Maas, K. and 5 more (...) (2017).Comparative analysis of software packages for RADAR data interferometric processing from CIS country view. Surveying and Land Information Science,76(2) 73-81","https://www.scopus.com/record/display.url?eid=2-s2.0-85034035854&origin=resultslist","-","Review","2-s2.0-85034035854","Michigan Technological University| Ostwestfalen-Lippe University of Applied Science| Karaganda State Technical University| Perm National Research Polytechnic University","60104440| 60023325| 60102019| 60016536","Karaganda Technical University| Perm National Research Polytechnic University| Hochschule Ostwestfalen Lippe| Michigan Technological University","Kazakhstan| United States| Germany| Russian Federation","1900","General Earth and Planetary Sciences","Synthetic Aperture Radar,Radar,Radar Imaging","204","Insar,Radar Interferometry,Subsidence","1716","82.664","99.035"
"A technique for numerical modeling of liquid film disintegration in the pneumatic injector of aircraft engines","Kolodyazhnyi, D.Y.| Nagornyi, V.S.| Sipatov, A.M.| Modorskii, V.Y.","4","57189661398| 56185126400| 7004596184| 24332284200","2017","Russian Aeronautics","1.65","27","1","0.16","61","67","Kolodyazhnyi, D.Y., Nagornyi, V.S., Sipatov, A.M. and 1 more (...) (2017).A technique for numerical modeling of liquid film disintegration in the pneumatic injector of aircraft engines. Russian Aeronautics,60(1) 97-102","https://www.scopus.com/record/display.url?eid=2-s2.0-85021305245&origin=resultslist","10.3103/S1068799817010147","Article","2-s2.0-85021305245","Perm National Research Polytechnic University| Peter the Great St. Petersburg Polytechnic University","60017103| 60157948| 60023325","Peter the Great St. Petersburg Polytechnic University| JSC UEC-Aviadvigatel| Perm National Research Polytechnic University","Russian Federation","2202","Aerospace Engineering","Finite Element Method,Galerkin Methods,Errors","154","Volume of Fluid Method,Level Set Method,Free Surface Flow","4361","82.062","96.577"
"The torsion problem of a cylindrical solid taking into account the material weakening","Wildemann, V.E.| Mugatarov, A.I.","2","57204150899| 57214939757","2019","PNRPU Mechanics Bulletin","0.57","10","1","0.3","43","52","Wildemann, V.E., Mugatarov, A.I. (2019).The torsion problem of a cylindrical solid taking into account the material weakening. PNRPU Mechanics Bulletin,2019(4) 29-36","https://www.scopus.com/record/display.url?eid=2-s2.0-85079531610&origin=resultslist","10.15593/PERM.MECH/2019.4.03","Article","2-s2.0-85079531610","Perm National Research Polytechnic University","60023325","Perm National Research Polytechnic University","Russian Federation","2206| 2211| 2501","Computational Mechanics| Mechanics of Materials| Materials Science (miscellaneous)","Hydrogels,Acrylic Monomers,Swelling","506","Steel Construction,3D Video,Deformation","94027","87.416","23.135"
"Assessment of the risk for health disorders in children who live in a territory of the zone of exposure to production of metallurgical aluminum","Koldibekova, Yu.V.| Zemlyanova, M.A.| Ignatova, A.M.| Tikhonova, I.V.| Markovich, N.I.| Chetverkina, K.V.| Ukhabov, V.M.","7","55532115400| 55531516000| 52263896100| 56545323300| 57209507089| 57202889854| 57202420538","2019","Gigiena i Sanitariya","0.92","20","1","0.27","43","54","Koldibekova, Yu.V., Zemlyanova, M.A., Ignatova, A.M. and 4 more (...) (2019).Assessment of the risk for health disorders in children who live in a territory of the zone of exposure to production of metallurgical aluminum. Gigiena i Sanitariya,98(2) 135-141","https://www.scopus.com/record/display.url?eid=2-s2.0-85067982663&origin=resultslist","10.18821/0016-9900-2019-98-2-135-141","Article","2-s2.0-85067982663","Perm National Research Polytechnic University| Perm State Medical University","60107400| 122755714| 60023325| 60025682","Federal Scientific Center for Medical and Preventive Health Risk Management Technologies| Management of Rospotrebnadzor in the Krasnoyarsk Territory| Perm National Research Polytechnic University| E.A.Vagner Perm State Medical University","Russian Federation","2307| 2310| 2739","Health, Toxicology and Mutagenesis| Pollution| Public Health, Environmental and Occupational Health","Particulate Matter,Air Pollution,Air Pollutants","431","Pollution Exposure,Air Quality,Particulate Matter","1135","92.771","99.735"
"A Reference Model for the Motion of Electromechanical Control Systems","Kazantsev, V.P.| Dadenkov, D.A.| Yudin, R.Y.","3","56708241800| 55653119400| 57214083360","2019","Russian Electrical Engineering","0.67","9","1","0.26","43","54","Kazantsev, V.P., Dadenkov, D.A., Yudin, R.Y. (2019).A Reference Model for the Motion of Electromechanical Control Systems. Russian Electrical Engineering,90(11) 729-733","https://www.scopus.com/record/display.url?eid=2-s2.0-85078888149&origin=resultslist","10.3103/S1068371219110051","Article","2-s2.0-85078888149","Perm National Research Polytechnic University","60023325","Perm National Research Polytechnic University","Russian Federation","2208","Electrical and Electronic Engineering","Permanent Magnets,Induction Motors,Synchronous Motors","118","Electric Drives,Induction Motors,Reluctance","45863","86.948","89.284"
"Numerical simulation of biliary stent clogging","Kuchumov, A.G.| Kamaltdinov, M.| Selyaninov, A.| Samartsev, V.","4","56015155600| 57200973707| 56225464100| 56016587400","2019","Series on Biomechanics","1.29","23","1","0.28","43","53","Kuchumov, A.G., Kamaltdinov, M., Selyaninov, A. and 1 more (...) (2019).Numerical simulation of biliary stent clogging. Series on Biomechanics,33(1) 3-15","https://www.scopus.com/record/display.url?eid=2-s2.0-85066823988&origin=resultslist","-","Article","2-s2.0-85066823988","Perm National Research Polytechnic University| Perm State Medical University","60023325| 60107400| 60025682","Perm National Research Polytechnic University| Federal Scientific Center for Medical and Preventive Health Risk Management Technologies| E.A.Vagner Perm State Medical University","Russian Federation","1304| 1305| 2204| 2732","Biophysics| Biotechnology| Biomedical Engineering| Orthopedics and Sports Medicine","Pancreatic Neoplasms,Pancreatitis,Patients","51","Self Expandable Metallic Stents,Cholestasis,Obstructive Jaundice","3845","88.889","90.254"
"Stabilization of ZrO2 Concentrate by Rare Earth Elements (La, Nd, Pr, Ce)","Kul’met’eva, V.B.| Porozova, S.E.| Gilev, V.G.| Vokhmyanin, D.S.","4","57209196290| 55062213300| 57213083764| 55959510600","2019","Refractories and Industrial Ceramics","1.13","24","1","0.2","43","58","Kul’met’eva, V.B., Porozova, S.E., Gilev, V.G. and 1 more (...) (2019).Stabilization of ZrO2 Concentrate by Rare Earth Elements (La, Nd, Pr, Ce). Refractories and Industrial Ceramics,59(6) 599-605","https://www.scopus.com/record/display.url?eid=2-s2.0-85066808091&origin=resultslist","10.1007/s11148-019-00280-7","Article","2-s2.0-85066808091","Perm National Research Polytechnic University","60023325","Perm National Research Polytechnic University","Russian Federation","2503| 2505","Ceramics and Composites| Materials Chemistry","Thermal Barrier Coatings,Sprayed Coatings,Plasma Spraying","534","Thermal Barrier Coatings,Hot Corrosion,Yttria-stabilized Zirconia","2179","71.62","98.929"
"Kalman-Filtering Based Algorithm for Sensor's Channel Fault Detection and Isolation","Kuznetsova, T.A.","1","55653048700","2018","2018 International Multi-Conference on Industrial Engineering and Modern Technologies, FarEastCon 2018","1.42","13","1","1.14","56","26","Kuznetsova, T.A. (2018).Kalman-Filtering Based Algorithm for Sensor's Channel Fault Detection and Isolation. 2018 International Multi-Conference on Industrial Engineering and Modern Technologies, FarEastCon 2018,","https://www.scopus.com/record/display.url?eid=2-s2.0-85061705724&origin=resultslist","10.1109/FarEastCon.2018.8602944","Conference Paper","2-s2.0-85061705724","Perm National Research Polytechnic University","60023325","Perm National Research Polytechnic University","Russian Federation","1507| 1508| 2203| 2209| 2210| 2606| 2611","Fluid Flow and Transfer Processes| Process Chemistry and Technology| Automotive Engineering| Industrial and Manufacturing Engineering| Mechanical Engineering| Control and Optimization| Modeling and Simulation","Gas Turbines,Aircraft Engines,Engines","1137","Gas Turbines,Gas Path Analysis,Turbocompressors","6510","24.632","93.93"
"Research of the carbon/epoxy laminated curved beams strength in four-point bending test","Zubova, E.M.| Lobanov, D.S.| Strungar, E.M.| Temerova, M.S.","4","57204825619| 55631572000| 57216159518| 56028244300","2020","IOP Conference Series: Materials Science and Engineering","0.99","5","1","5.15","17","5","Zubova, E.M., Lobanov, D.S., Strungar, E.M. and 1 more (...) (2020).Research of the carbon/epoxy laminated curved beams strength in four-point bending test. IOP Conference Series: Materials Science and Engineering,747(1) ","https://www.scopus.com/record/display.url?eid=2-s2.0-85082664276&origin=resultslist","10.1088/1757-899X/747/1/012139","Conference Paper","2-s2.0-85082664276","Perm National Research Polytechnic University","60023325","Perm National Research Polytechnic University","Russian Federation","2200| 2500","General Engineering| General Materials Science","Natural Fibers,Composite Materials,Mechanical Properties","770","Filled Polymers,Carbon Fiber Reinforced Plastics,Fiberglass","80237","74.498","25.527"
"Liquid metal flow exposed to modulated travelling and rotating magnetic fields in a cylindrical crucible","Khripchenko, S.Y.| Siraev, R.R.| Denisov, S.A.| Dolgikh, V.M.| Kolesnichenko, I.V.","5","6603094156| 6506818884| 7103114637| 35795358100| 7004336273","2018","Magnetohydrodynamics","0.75","12","1","0.12","56","68","Khripchenko, S.Y., Siraev, R.R., Denisov, S.A. and 2 more (...) (2018).Liquid metal flow exposed to modulated travelling and rotating magnetic fields in a cylindrical crucible. Magnetohydrodynamics,54(4) 373-381","https://www.scopus.com/record/display.url?eid=2-s2.0-85059939327&origin=resultslist","10.22364/mhd.54.4.5","Article","2-s2.0-85059939327","Perm National Research Polytechnic University| RAS - Institute of Continuous Media Mechanics, Ural Branch","60026928| 60023325","Institute of Continuous Media Mechanics of the Ural Branch of Russian Academy of Science| Perm National Research Polytechnic University","Russian Federation","2208| 3100","Electrical and Electronic Engineering| General Physics and Astronomy","Magnesium Alloys,Alloys,Aluminum Alloys","106","Crucible Furnaces,Liquid Metals,Directional Solidification (Crystals)","17337","93.775","81.282"
"Repressilator with time-delayed gene expression. Part I. Deterministic description","Bratsun, D.A.| Lorgov, E.S.| Poluyanov, A.O.","3","6602644106| 57202398923| 57202398820","2018","Computer Research and Modeling","1.65","29","1","0.14","56","66","Bratsun, D.A., Lorgov, E.S., Poluyanov, A.O. (2018).Repressilator with time-delayed gene expression. Part I. Deterministic description. Computer Research and Modeling,10(2) 241-259","https://www.scopus.com/record/display.url?eid=2-s2.0-85048231266&origin=resultslist","10.20537/2076-7633-2018-10-2-241-259","Article","2-s2.0-85048231266","Perm National Research Polytechnic University","60023325","Perm National Research Polytechnic University","Russian Federation","1703| 1706| 2611","Computational Theory and Mathematics| Computer Science Applications| Modeling and Simulation","Genes,Gene Regulatory Networks,Gene Expression","362","Synthetic Biology,Gene Regulatory Networks,Lyapunov-Krasovskii Functional","5416","91.098","98.762"
"Production of environmentally safe building materials on the basis of the waste foundry sand","Vaisman, Ya.I.| Pugin, K.G.| Rudakova, L.V.| Glushankova, I.S.| Tyuryukhanov, K.Y.","5","57200443495| 55823720700| 55970746100| 6507702773| 57204681794","2018","Theoretical and Applied Ecology","1.51","30","1","0.18","56","64","Vaisman, Ya.I., Pugin, K.G., Rudakova, L.V. and 2 more (...) (2018).Production of environmentally safe building materials on the basis of the waste foundry sand. Theoretical and Applied Ecology,(3) 109-115","https://www.scopus.com/record/display.url?eid=2-s2.0-85056650587&origin=resultslist","10.25750/1995-4301-2018-3-109-115","Article","2-s2.0-85056650587","Perm National Research Polytechnic University","60023325| 121577941","Perm National Research Polytechnic University| Perm State Agro-Technological University Named after Academician D.N. Pryanishnikov","Russian Federation","1105| 2303","Ecology, Evolution, Behavior and Systematics| Ecology","Concretes,Compressive Strength,Cements","68","Foundry Sand,Metal Castings,Backfill","27572","98.059","86.929"
"Optimization of geometry and mechanical characteristics of elastic bodies in the vicinity of singular points","Fedorov, A.Y.| Matveenko, V.P.","2","55885213500| 9741980900","2018","Acta Mechanica","1.57","33","1","0.17","56","64","Fedorov, A.Y., Matveenko, V.P. (2018).Optimization of geometry and mechanical characteristics of elastic bodies in the vicinity of singular points. Acta Mechanica,229(2) 645-658","https://www.scopus.com/record/display.url?eid=2-s2.0-85034039620&origin=resultslist","10.1007/s00707-017-1990-5","Article","2-s2.0-85034039620","Perm National Research Polytechnic University| RAS - Institute of Continuous Media Mechanics, Ural Branch","60026928| 60023325","Institute of Continuous Media Mechanics of the Ural Branch of Russian Academy of Science| Perm National Research Polytechnic University","Russian Federation","2206| 2210","Computational Mechanics| Mechanical Engineering","Cracks,Stress Intensity Factors,Crack Propagation","303","Functionally Graded Materials,Singular Integral Equations,Interface Crack","6321","63.922","85.425"
"Features of the development of the structurally complex oil deposit with the fractured-porous type of reservoir","Martyushev, D.A.| Mordvinov, V.A.","2","56308102400| 36465388500","2015","Neftyanoe khozyaystvo - Oil Industry","0.42","14","1","0","66","71","Martyushev, D.A., Mordvinov, V.A. (2015).Features of the development of the structurally complex oil deposit with the fractured-porous type of reservoir. Neftyanoe khozyaystvo - Oil Industry,(3) 22-24","https://www.scopus.com/record/display.url?eid=2-s2.0-84935834217&origin=resultslist","-","Article","2-s2.0-84935834217","Perm National Research Polytechnic University","60023325","Perm National Research Polytechnic University","Russian Federation","2102| 2103","Energy Engineering and Power Technology| Fuel Technology","Crude Oil,Asphaltenes,Oil Sands","629","Oil and Gas Fields,Bottom Hole Pressure,Wells","65661","67.805","49.608"
"Stochastical model of microstructural failure based on restoration of distributions laws for random stress and strain fields in microheterogeneous media","Tashkinov, M.A.","1","37114780700","2017","PNRPU Mechanics Bulletin","0.48","10","1","0.14","61","68","Tashkinov, M.A. (2017).Stochastical model of microstructural failure based on restoration of distributions laws for random stress and strain fields in microheterogeneous media. PNRPU Mechanics Bulletin,(4) 76-91","https://www.scopus.com/record/display.url?eid=2-s2.0-85046900019&origin=resultslist","10.15593/perm.mech/2017.4.06","Article","2-s2.0-85046900019","Perm National Research Polytechnic University","60023325","Perm National Research Polytechnic University","Russian Federation","2206| 2211| 2501","Computational Mechanics| Mechanics of Materials| Materials Science (miscellaneous)","Composite Materials,Homogenization Method,Elasticity","1074","Effective Properties,Random Sequential Adsorption,Micromechanics","3325","47.992","95.991"
"Laboratory study on the effect of elastic wave treatment on geomechanical and capillary properties of clastic reservoirs","Riabokon, E.P.","1","56006175100","2020","Neftyanoe Khozyaystvo - Oil Industry","1.21","13","1","0.65","17","30","Riabokon, E.P. (2020).Laboratory study on the effect of elastic wave treatment on geomechanical and capillary properties of clastic reservoirs. Neftyanoe Khozyaystvo - Oil Industry,2020(4) 54-57","https://www.scopus.com/record/display.url?eid=2-s2.0-85086041202&origin=resultslist","10.24887/0028-2448-2020-4-54-57","Article","2-s2.0-85086041202","Perm National Research Polytechnic University","60023325","Perm National Research Polytechnic University","Russian Federation","2102| 2103","Energy Engineering and Power Technology| Fuel Technology","Reservoirs (Water),Oil Well Flooding,Hydraulic Fracturing","164","Oil Recovery,Ultrasonic Processing,Microtremor","25927","89.224","84.133"
"Forecast bearing capacity of soil cushions with variable reinforcement spacing","Tatiannikov, D.A.| Ponomarev, A.B.","2","56557087500| 57217213346","2019","Geotechnics Fundamentals and Applications in Construction: New Materials, Structures, Technologies and Calculations - Proceedings of the International Conference on Geotechnics Fundamentals and Applications in Construction: New Materials, Structures, Technologies and Calculations, GFAC 2019","3","27","1","3.41","43","7","Tatiannikov, D.A., Ponomarev, A.B. (2019).Forecast bearing capacity of soil cushions with variable reinforcement spacing. Geotechnics Fundamentals and Applications in Construction: New Materials, Structures, Technologies and Calculations - Proceedings of the International Conference on Geotechnics Fundamentals and Applications in Construction: New Materials, Structures, Technologies and Calculations, GFAC 2019,378-383","https://www.scopus.com/record/display.url?eid=2-s2.0-85069769492&origin=resultslist","10.1201/9780429058882-73","Conference Paper","2-s2.0-85069769492","Perm National Research Polytechnic University","60023325","Perm National Research Polytechnic University","Russian Federation","1909| 2215","Geotechnical Engineering and Engineering Geology| Building and Construction","Piles,Soils,Geotechnical Engineering","64","Reinforced Soil,Mechanically Stabilized Earth,Geosynthetics","3975","90.428","92.914"
"Laser hardening of copper-iron pseudoalloy","Morozov, E.A.| Ablyaz, T.R.| Muratov, K.R.| Shlykov, E.S.| Smolentsev, E.V.","5","56699632200| 56042858500| 36096206900| 56700243700| 25639167900","2020","Engineering Solid Mechanics","0.91","14","1","0.83","17","27","Morozov, E.A., Ablyaz, T.R., Muratov, K.R. and 2 more (...) (2020).Laser hardening of copper-iron pseudoalloy. Engineering Solid Mechanics,8(2) 83-92","https://www.scopus.com/record/display.url?eid=2-s2.0-85074884405&origin=resultslist","10.5267/j.esm.2019.10.006","Article","2-s2.0-85074884405","Voronezh State Technical University| Perm National Research Polytechnic University","60023325| 60023211","Perm National Research Polytechnic University| Voronezh State Technical University","Russian Federation","2205| 2211| 2503| 2506| 2507","Civil and Structural Engineering| Mechanics of Materials| Ceramics and Composites| Metals and Alloys| Polymers and Plastics","Additives,Manufacture,Printing","609","Laser Deposition,Surface Hardening,Microhardness","79666","96.586","54.473"
"Mathematical model for determining the microporosity of materials using a fiber optic sensor with a distributed Bragg grating","Pan'Kov, A.A.","1","6603822669","2020","Journal of Optical Technology (A Translation of Opticheskii Zhurnal)","1.05","7","1","1.25","17","20","Pan'Kov, A.A. (2020).Mathematical model for determining the microporosity of materials using a fiber optic sensor with a distributed Bragg grating. Journal of Optical Technology (A Translation of Opticheskii Zhurnal),87(4) 193-198","https://www.scopus.com/record/display.url?eid=2-s2.0-85090327561&origin=resultslist","10.1364/JOT.87.000193","Article","2-s2.0-85090327561","Perm National Research Polytechnic University","60023325","Perm National Research Polytechnic University","Russian Federation","2200| 2604| 2605| 3107","General Engineering| Applied Mathematics| Computational Mathematics| Atomic and Molecular Physics, and Optics","Phosphors,Luminescence,Light Emission","91","Triboluminescence,Afterglows,Phosphors","1199","95.448","99.269"
"Multilevel model for description of material deformation under structural superplasticity conditions: Modified kinetic equations","Sharifullina, E.R.| Shveykin, A.I.| Trusov, P.V.","3","56433291600| 24765279800| 6602816811","2018","AIP Conference Proceedings","0.65","9","1","0.84","56","34","Sharifullina, E.R., Shveykin, A.I., Trusov, P.V. (2018).Multilevel model for description of material deformation under structural superplasticity conditions: Modified kinetic equations. AIP Conference Proceedings,2051","https://www.scopus.com/record/display.url?eid=2-s2.0-85059016106&origin=resultslist","10.1063/1.5083520","Conference Paper","2-s2.0-85059016106","Perm National Research Polytechnic University","60023325","Perm National Research Polytechnic University","Russian Federation","3100","General Physics and Astronomy","Microstructure,Steel,Austenite","20","Crystal Plasticity,Plastic Anisotropy,Polycrystals","5009","97.456","94.484"
"Intrafirm planning and mathematical modeling of owner's equity in industrial enterprises","Ponomareva, S.V.| Zheleznova, I.V.","2","56646222800| 57202284297","2018","Journal of Physics: Conference Series","0.79","11","1","0.84","56","34","Ponomareva, S.V., Zheleznova, I.V. (2018).Intrafirm planning and mathematical modeling of owner's equity in industrial enterprises. Journal of Physics: Conference Series,1015(3) ","https://www.scopus.com/record/display.url?eid=2-s2.0-85047764949&origin=resultslist","10.1088/1742-6596/1015/3/032106","Conference Paper","2-s2.0-85047764949","Perm National Research Polytechnic University","60023325","Perm National Research Polytechnic University","Russian Federation","3100","General Physics and Astronomy","Corporate Social Responsibility,Corporate Governance,Firms","56","Mergers and Acquisitions,M&A,Target Shareholder","1609","96.653","95.457"
"Controlling the Oil Rectification Process in a Primary Oil Refining Unit Using a Dynamic Model","Zatonskiy, A.V.| Tugashova, L.G.| Alaeva, N.N.| Gorshkova, K.L.","4","56069394200| 57200701887| 57200698065| 57200696093","2017","Petroleum Chemistry","1.01","25","1","0.09","61","71","Zatonskiy, A.V., Tugashova, L.G., Alaeva, N.N. and 1 more (...) (2017).Controlling the Oil Rectification Process in a Primary Oil Refining Unit Using a Dynamic Model. Petroleum Chemistry,57(12) 1121-1131","https://www.scopus.com/record/display.url?eid=2-s2.0-85042231047&origin=resultslist","10.1134/S0965544117100206","Article","2-s2.0-85042231047","Perm National Research Polytechnic University","60023325| 60189658","Perm National Research Polytechnic University| Almetyevsk State Oil Institute","Russian Federation","1500| 1600| 1906| 2102| 2103","General Chemical Engineering| General Chemistry| Geochemistry and Petrology| Energy Engineering and Power Technology| Fuel Technology","Distillation,Optimization,Distillation Columns","427","Distillation Columns,Reboilers,Heat Pumps","2813","59.505","97.783"
"Automatic control system of low-emission combustion chamber based on neural network emission model","Kuznetsova, T.A.| Avgustinovich, V.G.","2","55653048700| 6602609366","2018","2018 International Russian Automation Conference, RusAutoCon 2018","1.24","14","1","0.65","56","41","Kuznetsova, T.A., Avgustinovich, V.G. (2018).Automatic control system of low-emission combustion chamber based on neural network emission model. 2018 International Russian Automation Conference, RusAutoCon 2018,","https://www.scopus.com/record/display.url?eid=2-s2.0-85057033312&origin=resultslist","10.1109/RUSAUTOCON.2018.8501681","Conference Paper","2-s2.0-85057033312","Perm National Research Polytechnic University","60023325","Perm National Research Polytechnic University","Russian Federation","2207| 2210| 2606","Control and Systems Engineering| Mechanical Engineering| Control and Optimization","Gas Turbines,Aircraft Engines,Engines","1137","Gas Turbines,Gas Path Analysis,Turbocompressors","6510","24.632","93.93"
"Modified sorbents based on soda production sludge for extracting ions of heavy metals from aqueous solutions waste water","Glushankova, I.S.| Kalinina, E.V.| Demina, E.N.","3","6507702773| 55863196500| 57204667743","2018","Theoretical and Applied Ecology","0.96","19","1","0.18","56","64","Glushankova, I.S., Kalinina, E.V., Demina, E.N. (2018).Modified sorbents based on soda production sludge for extracting ions of heavy metals from aqueous solutions waste water. Theoretical and Applied Ecology,(3) 100-108","https://www.scopus.com/record/display.url?eid=2-s2.0-85056653775&origin=resultslist","10.25750/1995-4301-2018-3-100-108","Article","2-s2.0-85056653775","Perm National Research Polytechnic University","60023325","Perm National Research Polytechnic University","Russian Federation","1105| 2303","Ecology, Evolution, Behavior and Systematics| Ecology","Adsorption,Adsorbents,Activated Carbon","191","Biosorption,Isotherms,Second-Order Model","48","97.59","99.785"
