
"Title","Authors","Number of Authors","Scopus Author Ids","Year","Scopus Source title","Field-Weighted View Impact","Views","Citations","Field-Weighted Citation Impact","Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile","Reference","Abstract","DOI","Publication type","EID","Institutions","Scopus Affiliation IDs","Scopus Affiliation names","Country/Region","All Science Journal Classification (ASJC) code","All Science Journal Classification (ASJC) field name","Topic Cluster name","Topic Cluster number","Topic name","Topic number","Topic Cluster Prominence Percentile","Topic Prominence Percentile"
"Distribution of ground beetles (Coleoptera, Carabidae) from different ecological groups in the forest-meadow ecotone","Voronin, A.G.| Chumakov, L.N.","2","42262776500| 56925488200","2015","Russian Journal of Ecology","0.57","10","1","0","66","71","Voronin, A.G., Chumakov, L.N. (2015).Distribution of ground beetles (Coleoptera, Carabidae) from different ecological groups in the forest-meadow ecotone. Russian Journal of Ecology,46(6) 589-591","https://www.scopus.com/record/display.url?eid=2-s2.0-84945303795&origin=resultslist","10.1134/S1067413615060235","Article","2-s2.0-84945303795","Perm State National Research University","115896762| 60023914","LLC Unified Consultation Center| Perm State University","Russian Federation","1105","Ecology, Evolution, Behavior and Systematics","Araneae,Spider,Arachnida","685","Pisauridae,Dolomedes,Solonetz","84852","32.664","28.248"
"Near-surface correction on seismic and gravity data","Bychkov, S.| Mityunina, I.Y.","2","54894939200| 56358499600","2015","Journal of Earth Science","1.37","26","1","0","66","71","Bychkov, S., Mityunina, I.Y. (2015).Near-surface correction on seismic and gravity data. Journal of Earth Science,26(6) 851-857","https://www.scopus.com/record/display.url?eid=2-s2.0-84949197817&origin=resultslist","10.1007/s12583-015-0546-7","Article","2-s2.0-84949197817","Perm State National Research University| RAS - Ural Branch","60023914| 60072266","Perm State University| Ural Branch, Russian Academy of Sciences","Russian Federation","1900","General Earth and Planetary Sciences","Seismic Waves,Seismology,Seismic Data","371","Seismic Data,Refracted Waves,Refraction","23008","59.438","52.954"
"Reaction of 3-aroylpyrrolo[1,2-a]quinoxaline-1,2,4(5H)-triones with arylhydrazines","Mashevskaya, I.V.| Suchkova, N.V.| Kuslina, L.V.| Maslivets, A.N.","4","6701661074| 55951605300| 37107715300| 7003775887","2015","Russian Journal of Organic Chemistry","0.72","20","1","0","66","71","Mashevskaya, I.V., Suchkova, N.V., Kuslina, L.V. and 1 more (...) (2015).Reaction of 3-aroylpyrrolo[1,2-a]quinoxaline-1,2,4(5H)-triones with arylhydrazines. Russian Journal of Organic Chemistry,51(9) 1301-1304","https://www.scopus.com/record/display.url?eid=2-s2.0-84945266009&origin=resultslist","10.1134/S1070428015090158","Article","2-s2.0-84945266009","Perm State National Research University","60023914","Perm State University","Russian Federation","1605","Organic Chemistry","Synthesis (Chemical),Cycloaddition Reaction,Cyclization","882","Dione,Pyrroles,Pyrrolo(1,2-A)Quinoxaline","26228","29.585","63.485"
"Synthesis and Antibacterial and Immunobiological Activity of Ethyl-1-(4-Aminosulfonylphenyl)-5-Aryl-3-Hydroxy-2-Oxo-3-Pyrroline-4-Carboxylates","Gein, V.L.| Bobrovskaya, O.V.| Odegova, T.F.| Krylova, I.V.| Gein, O.N.| Sopova, E.É.| Gein, S.V.","7","8918063300| 6507934110| 6603232693| 57103002500| 36917677500| 57103708800| 7801629183","2016","Pharmaceutical Chemistry Journal","0.05","3","1","0.13","64","68","Gein, V.L., Bobrovskaya, O.V., Odegova, T.F. and 4 more (...) (2016).Synthesis and Antibacterial and Immunobiological Activity of Ethyl-1-(4-Aminosulfonylphenyl)-5-Aryl-3-Hydroxy-2-Oxo-3-Pyrroline-4-Carboxylates. Pharmaceutical Chemistry Journal,49(10) 677-679","https://www.scopus.com/record/display.url?eid=2-s2.0-84957580284&origin=resultslist","10.1007/s11094-016-1351-z","Article","2-s2.0-84957580284","Russian Ministry of Health| Perm State Pharmaceutical Academy| Perm State National Research University| Perm State Medical University","60069635| 60069625| 60023914| 60025682","Perm State Pharmaceutical Academy| Ministry of Health of Russian Federation| Perm State University| E.A.Vagner Perm State Medical University","Russian Federation","3002| 3004","Drug Discovery| Pharmacology","Synthesis (Chemical),Cycloaddition Reaction,Cyclization","882","Fumaraldehydic Acid,4-Toluidine,Esters","38912","29.585","58.803"
"New electroactive asymmetrical chalcones and therefrom derived 2-amino- / 2-(1H-pyrrol-1-yl)pyrimidines, containing an N-[ω-(4-methoxyphenoxy)alkyl]carbazole fragment: Synthesis, optical and electrochemical properties","Selivanova, D.G.| Gorbunov, A.A.| Mayorova, O.A.| Vasyanin, A.N.| Lunegov, I.V.| Shklyaeva, E.V.| Abashev, G.G.","7","56451009100| 57220519444| 8420259000| 14065580300| 56330315900| 6507444450| 35477433800","2017","Beilstein Journal of Organic Chemistry","1.45","36","1","0","61","73","Selivanova, D.G., Gorbunov, A.A., Mayorova, O.A. and 4 more (...) (2017).New electroactive asymmetrical chalcones and therefrom derived 2-amino- / 2-(1H-pyrrol-1-yl)pyrimidines, containing an N-[ω-(4-methoxyphenoxy)alkyl]carbazole fragment: Synthesis, optical and electrochemical properties. Beilstein Journal of Organic Chemistry,131583-1595","https://www.scopus.com/record/display.url?eid=2-s2.0-85027071099&origin=resultslist","10.3762/bjoc.13.158","Article","2-s2.0-85027071099","Perm State National Research University| RAS - Institute of Technical Chemistry, Ural Branch| Russian Academy of Sciences","60109739| 60021331| 60023914| 60023914| 60023914| 60023914| 60108744","Institute of Technical Chemistry of Ural Branch of the RAS| Russian Academy of Sciences| Perm State University| Perm State University| Perm State University| Perm State University| Institute of Natural Science of Perm State University","Russian Federation","1605","Organic Chemistry","Organic Light Emitting Diodes (OLED),Solar Cells,Conjugated Polymers","61","Indolo(3,2-B)Carbazole,Carbazoles,Suzuki Reaction","27224","99.13","72.855"
"Pleistocene reorganization and recent development of river channels in the Upper Kama river basin","Nazarov, N.N.","1","7006059830","2017","Geomorfologiya","2.04","47","1","0.11","61","70","Nazarov, N.N. (2017).Pleistocene reorganization and recent development of river channels in the Upper Kama river basin. Geomorfologiya,2017-(3) 88-100","https://www.scopus.com/record/display.url?eid=2-s2.0-85040229991&origin=resultslist","10.7868/S0435428117030087","Article","2-s2.0-85040229991","Perm State National Research University","60023914","Perm State University","Russian Federation","1904","Earth-Surface Processes","Glaciers,Holocene,Glacial Geology","103","Interstadial,Glaciation,Scandinavian Ice Sheet","27916","90.83","77.588"
"Interaction of natural and technogeneous brines of verkhnekamskoe salt deposit with basic minerals of salt strata","Fetisov, V.V.| Kataeva, E.P.| Fetisova, N.F.","3","57188828476| 57194210751| 57188829815","2015","Bulletin of the Tomsk Polytechnic University, Geo Assets Engineering","0.88","23","1","0.16","66","65","Fetisov, V.V., Kataeva, E.P., Fetisova, N.F. (2015).Interaction of natural and technogeneous brines of verkhnekamskoe salt deposit with basic minerals of salt strata. Bulletin of the Tomsk Polytechnic University, Geo Assets Engineering,326(9) 87-94","https://www.scopus.com/record/display.url?eid=2-s2.0-84971491171&origin=resultslist","-","Article","2-s2.0-84971491171","RAS - Mining Institute, Ural Branch| Perm State National Research University","60023914| 60109738","Perm State University| Mining Institute of the Ural Branch of the Russian Academy of Sciences","Russian Federation","1905| 1909| 2103| 2308| 2311| 2501","Economic Geology| Geotechnical Engineering and Engineering Geology| Fuel Technology| Management, Monitoring, Policy and Law| Waste Management and Disposal| Materials Science (miscellaneous)","Lakes,Gold,Ore Deposits","1083","Western Siberia,Groundwater,Brines","39214","11.981","80.12"
"Synthesis of 3-methyl-3,4-dihydroisoquinolines based on myristicin","Smolyak, A.A.| Konyushkin, L.D.| Firgang, S.I.| Shklyaev, Y.V.","4","37041653600| 6603338625| 6602356001| 35493901000","2016","Russian Journal of Organic Chemistry","0.26","8","1","0.1","64","70","Smolyak, A.A., Konyushkin, L.D., Firgang, S.I. and 1 more (...) (2016).Synthesis of 3-methyl-3,4-dihydroisoquinolines based on myristicin. Russian Journal of Organic Chemistry,52(12) 1812-1816","https://www.scopus.com/record/display.url?eid=2-s2.0-85012172899&origin=resultslist","10.1134/S1070428016120174","Article","2-s2.0-85012172899","Perm State National Research University| RAS - Zelinsky Institute of Organic Chemistry| RAS - Institute of Technical Chemistry, Ural Branch| Russian Academy of Sciences","60021331| 60109739| 60014039| 60021331| 60023914","Russian Academy of Sciences| Institute of Technical Chemistry of Ural Branch of the RAS| N.D. Zelinsky Institute of Organic Chemistry, Russian Academy of Sciences| Russian Academy of Sciences| Perm State University","Russian Federation","1605","Organic Chemistry","Diterpenes,Stevia,Euphorbia","1219","Ocotea,Nectandra,Lauraceae","31653","39.96","66.477"
"3D geostatistical modelling for identifying sinkhole disaster potential zones around the Verkhnekamskoye potash deposit (Russia)","Royer, J.J.| Litaudon, J.| Filippov, L.O.| Lyubimova, T.| Maximovich, N.","5","7202753855| 57195676021| 7005407446| 7003528531| 56909846600","2017","Journal of Physics: Conference Series","1.7","27","1","0.63","61","41","Royer, J.J., Litaudon, J., Filippov, L.O. and 2 more (...) (2017).3D geostatistical modelling for identifying sinkhole disaster potential zones around the Verkhnekamskoye potash deposit (Russia). Journal of Physics: Conference Series,879(1) ","https://www.scopus.com/record/display.url?eid=2-s2.0-85029468669&origin=resultslist","10.1088/1742-6596/879/1/012018","Conference Paper","2-s2.0-85029468669","Institut national polytechnique de Lorraine| Perm State National Research University| National University of Science and Technology ""MISiS""| Université de Lorraine","60050416| 60104289| 60072160| 60072160| 60068681| 60023914","CREGU Centre de Recherches sur la Géologie des Matières Premières Minérales et Energétiques| Université de Lorraine| ENSG Ecole Nationale Supérieure de Géologie| ENSG Ecole Nationale Supérieure de Géologie| National University of Science & Technology (MISIS)| Perm State University","France| Russian Federation","3100","General Physics and Astronomy","Basin,Reservoir,Shale","213","Anticlines,Detachment Fold,Reverse Fault","8862","80.79","79.728"
"Types of work in forming analytic and synthetic activity skills in teaching the algebra course","Bezusova, T.A.| Richter, T.V.| Sugrobova, N.Y.| Chugainova, L.V.| Shestakova, L.G.","5","57196287503| 57196287939| 57196296711| 57196287352| 57190008259","2017","Eurasia Journal of Mathematics, Science and Technology Education","1.26","22","1","0.17","61","66","Bezusova, T.A., Richter, T.V., Sugrobova, N.Y. and 2 more (...) (2017).Types of work in forming analytic and synthetic activity skills in teaching the algebra course. Eurasia Journal of Mathematics, Science and Technology Education,13(11) 7257-7267","https://www.scopus.com/record/display.url?eid=2-s2.0-85032584841&origin=resultslist","10.12973/ejmste/79443","Article","2-s2.0-85032584841","Perm State National Research University","60023914","Perm State University","Russian Federation","2604| 3304","Applied Mathematics| Education","Mathematics,Students,Teacher","391","Linear Algebra,Mathematics Education,Computer Algebra System","3788","69.076","93.371"
"Method for the development of recommendation systems, customizable to domains, with deep GRU network","Korotaev, A.| Lyadova, L.","2","57205200574| 57197736058","2018","IC3K 2018 - Proceedings of the 10th International Joint Conference on Knowledge Discovery, Knowledge Engineering and Knowledge Management","1.21","13","1","0.18","56","64","Korotaev, A., Lyadova, L. (2018).Method for the development of recommendation systems, customizable to domains, with deep GRU network. IC3K 2018 - Proceedings of the 10th International Joint Conference on Knowledge Discovery, Knowledge Engineering and Knowledge Management,2231-236","https://www.scopus.com/record/display.url?eid=2-s2.0-85059012815&origin=resultslist","10.5220/0006933302310236","Conference Paper","2-s2.0-85059012815","Perm State National Research University| Higher School of Economics","60023914| 60020513","Perm State University| National Research University Higher School of Economics","Russian Federation","1712","Software","Semantics,Models,Recommender Systems","37","Collaborative Filtering,Recommender Systems,Implicit Feedback","31","97.39","99.891"
"""Cinema Rush"" in the First World War: Production and distribution trends","Ustyugova, V.","1","57190883977","2016","Dialog so Vremenem","1.5","8","1","1.4","64","21","Ustyugova, V. (2016).""Cinema Rush"" in the First World War: Production and distribution trends. Dialog so Vremenem,55268-286","https://www.scopus.com/record/display.url?eid=2-s2.0-84983739050&origin=resultslist","-","Review","2-s2.0-84983739050","Perm State National Research University","60023914","Perm State University","Russian Federation","1202| 1211","History| Philosophy","Soviet,Holocaust,Russia","469","Soviet Cinema,Russian Film,Socialist Realism","47199","20.147","19.631"
"Active Control of Thermal Convection in a Rectangular Loop by Changing its Spatial Orientation","Bratsun, D.A.| Krasnyakov, I.V.| Zyuzgin, A.V.","3","6602644106| 57192100535| 8932333300","2018","Microgravity Science and Technology","3.37","54","1","0.18","56","64","Bratsun, D.A., Krasnyakov, I.V., Zyuzgin, A.V. (2018).Active Control of Thermal Convection in a Rectangular Loop by Changing its Spatial Orientation. Microgravity Science and Technology,30(1-2) 43-52","https://www.scopus.com/record/display.url?eid=2-s2.0-85037649044&origin=resultslist","10.1007/s12217-017-9573-6","Article","2-s2.0-85037649044","Perm State National Research University| Perm National Research Polytechnic University","60023325| 60023914","Perm National Research Polytechnic University| Perm State University","Russian Federation","2200| 2604| 2611| 3100","General Engineering| Applied Mathematics| Modeling and Simulation| General Physics and Astronomy","Boiling Liquids,Heat Transfer,Two Phase Flow","273","Thermosyphons,Circulation,Rayleigh Number","34487","84.137","77.18"
"Effects of β-Endorphin on Functional Activity of Mouse Splenocytes under Conditions of In Vivo Blockade of μ,δ-Opioid Receptors","Gein, S.V.| Baeva, T.A.| Nebogatikov, V.O.","3","7801629183| 14059598600| 55142436600","2015","Bulletin of Experimental Biology and Medicine","0.18","9","1","0.08","66","70","Gein, S.V., Baeva, T.A., Nebogatikov, V.O. (2015).Effects of β-Endorphin on Functional Activity of Mouse Splenocytes under Conditions of In Vivo Blockade of μ,δ-Opioid Receptors. Bulletin of Experimental Biology and Medicine,158(3) 356-360","https://www.scopus.com/record/display.url?eid=2-s2.0-84939979739&origin=resultslist","10.1007/s10517-015-2761-8","Article","2-s2.0-84939979739","Perm State National Research University| RAS - Institute of Ecology and Genetics of Microorganisms, Ural Branch| Russian Academy of Sciences","60109740| 60021331| 60023914","Institute of Ecology and Genetics of Microorganisms, Ural Branch of the Russian Academy of Sciences| Russian Academy of Sciences| Perm State University","Russian Federation","1300","General Biochemistry,Genetics and Molecular Biology","Opioid Analgesics,Mu Opioid Receptors,Opioid Receptors","669","Morphine Sulfate,Narcotic Analgesic Agent,Diamorphine","7323","35.408","80.929"
"Technogenic magnetic spherules","Menshikova, E.| Osovetsky, B.","2","57207858721| 55683368400","2016","International Multidisciplinary Scientific GeoConference Surveying Geology and Mining Ecology Management, SGEM","0","0","1","0","64","72","Menshikova, E., Osovetsky, B. (2016).Technogenic magnetic spherules. International Multidisciplinary Scientific GeoConference Surveying Geology and Mining Ecology Management, SGEM,3(3) 295-302","https://www.scopus.com/record/display.url?eid=2-s2.0-85063110058&origin=resultslist","-","Conference Paper","2-s2.0-85063110058","Perm State National Research University","60023914","Perm State University","Russian Federation","1907| 1909","Geology| Geotechnical Engineering and Engineering Geology","Heavy Metals,Soils,Cadmium","214","Remanent Magnetization,Magnetic Mineral,Topsoil","14569","91.968","87.497"
"The first record of the anopsobiid genus shikokuobius shinohara, 1982 in continental asia, with the description of a new species from the altais, southwestern Siberia, Russia (Chilopoda, lithobiomorpha, anopsobiidae)","Farzalieva, G.S.| Nefediev, P.S.","2","6508243101| 18437665800","2018","ZooKeys","0.52","9","1","0.24","56","60","Farzalieva, G.S., Nefediev, P.S. (2018).The first record of the anopsobiid genus shikokuobius shinohara, 1982 in continental asia, with the description of a new species from the altais, southwestern Siberia, Russia (Chilopoda, lithobiomorpha, anopsobiidae). ZooKeys,2018(793) 15-28","https://www.scopus.com/record/display.url?eid=2-s2.0-85056389131&origin=resultslist","10.3897/zookeys.793.29221","Article","2-s2.0-85056389131","Tomsk State University| Altai State University| Perm State National Research University","60023914| 60020346| 60016896","Perm State University| Altai State University, Barnaul| Tomsk State University","Russian Federation","1103| 1105","Animal Science and Zoology| Ecology, Evolution, Behavior and Systematics","Diplopoda,Chilopoda,Polydesmida","1493","Chilopoda,Lithobiomorpha,Scolopendromorpha","6674","1.339","70.404"
"Oscillating behavior of chemical and structural characteristics of alloys at hydrogenation","Skryabina, N.E.| Medvedeva, N.A.| Mironova, A.A.| Fruchart, D.| Lad’yanov, V.I.| Kanunnikova, O.M.","6","7003868123| 55164437300| 56673904100| 35497070800| 57205473470| 7004080189","2019","Solid State Phenomena","2.08","20","1","1.73","43","17","Skryabina, N.E., Medvedeva, N.A., Mironova, A.A. and 3 more (...) (2019).Oscillating behavior of chemical and structural characteristics of alloys at hydrogenation. Solid State Phenomena,28941-46","https://www.scopus.com/record/display.url?eid=2-s2.0-85067813207&origin=resultslist","10.4028/www.scientific.net/SSP.289.41","Conference Paper","2-s2.0-85067813207","RAS - Udmurt Federal Research Center, Ural Branch| Perm State National Research University| Université Grenoble Alpes","60023914| 60104653| 60108266| 60114091","Perm State University| Universite Grenoble Alpes| Institut NÉEL| Udmurt Federal Research Center of the Ural Branch of the Russian Academy of Sciences","France| Russian Federation","2500| 3104| 3107","General Materials Science| Condensed Matter Physics| Atomic and Molecular Physics, and Optics","Hydrogen Storage,Hydrides,Dehydrogenation","607","Vacancies,Hydrogen,Alloys","26484","71.553","63.996"
"Noise-produced patterns in images constructed from magnetic flux leakage data","Goldobin, D.S.| Pimenova, A.V.| Levesley, J.| Elkington, P.| Bacciarelli, M.","5","8368187600| 56028201500| 18536171300| 6603096347| 56728719200","2015","Mathematical Modelling of Natural Phenomena","1.12","17","1","0.18","66","64","Goldobin, D.S., Pimenova, A.V., Levesley, J. and 2 more (...) (2015).Noise-produced patterns in images constructed from magnetic flux leakage data. Mathematical Modelling of Natural Phenomena,10(3) 139-148","https://www.scopus.com/record/display.url?eid=2-s2.0-84937441880&origin=resultslist","10.1051/mmnp/201510311","Article","2-s2.0-84937441880","University of Leicester| Perm State National Research University| RAS - Institute of Continuous Media Mechanics, Ural Branch","60026928| 60033125| 60023914","Institute of Continuous Media Mechanics of the Ural Branch of Russian Academy of Science| University of Leicester| Perm State University","United Kingdom| Russian Federation","2604| 2611","Applied Mathematics| Modeling and Simulation","Eddy Currents,Nondestructive Examination,Eddy Current Testing","1154","Wire Rope,Leakage,Nondestructive Methods","12434","30.455","89.408"
"A four-component Biginelli reaction: new opportunities for the synthesis of functionalized pyrimidines","Gein, V.L.| Zamaraeva, T.M.| Gorgopina, E.V.| Dmitriev, M.V.","4","8918063300| 35096924200| 57200074713| 35094965000","2020","Chemistry of Heterocyclic Compounds","0.55","5","1","0.91","17","25","Gein, V.L., Zamaraeva, T.M., Gorgopina, E.V. and 1 more (...) (2020).A four-component Biginelli reaction: new opportunities for the synthesis of functionalized pyrimidines. Chemistry of Heterocyclic Compounds,56(3) 339-346","https://www.scopus.com/record/display.url?eid=2-s2.0-85083770944&origin=resultslist","10.1007/s10593-020-02665-w","Article","2-s2.0-85083770944","Perm State Pharmaceutical Academy| Perm State National Research University","60069635| 60023914","Perm State Pharmaceutical Academy| Perm State University","Russian Federation","1605","Organic Chemistry","Synthesis (Chemical),Derivatives,Pyridines","67","Thiones,Ethyl Acetoacetate,Thiazolo(3,2-A)Pyrimidine","4383","88.755","92.707"
"The study of wave processes in an array of fractured rocks from the spectral characteristics of seismic waves","Semerikova, I.","1","56600575900","2018","Geomodel 2018 - 20th Conference on Oil and Gas Geological Exploration and Development","0.85","6","1","1.56","56","19","Semerikova, I. (2018).The study of wave processes in an array of fractured rocks from the spectral characteristics of seismic waves. Geomodel 2018 - 20th Conference on Oil and Gas Geological Exploration and Development,","https://www.scopus.com/record/display.url?eid=2-s2.0-85061690898&origin=resultslist","10.3997/2214-4609.201802446","Conference Paper","2-s2.0-85061690898","Perm State National Research University| Russian Academy of Sciences","60023914| 60021331","Perm State University| Russian Academy of Sciences","Russian Federation","1907| 1908| 2102| 2103","Geology| Geophysics| Energy Engineering and Power Technology| Fuel Technology","-","-","-","-","-","-"
"Remote sensing and machine learning for tree detection and classification in forestry applications","Mosin, V.| Aguilar, R.| Platonov, A.| Vasiliev, A.| Kedrov, A.| Ivanov, A.","6","57214091123| 57214092441| 57214712454| 57214072878| 57193578471| 7404526147","2019","Proceedings of SPIE - The International Society for Optical Engineering","2.25","19","1","1.52","43","20","Mosin, V., Aguilar, R., Platonov, A. and 3 more (...) (2019).Remote sensing and machine learning for tree detection and classification in forestry applications. Proceedings of SPIE - The International Society for Optical Engineering,11155","https://www.scopus.com/record/display.url?eid=2-s2.0-85078172179&origin=resultslist","10.1117/12.2531820","Conference Paper","2-s2.0-85078172179","Perm State National Research University| Skolkovo Institute of Science and Technology","60107405| 60023914","Skolkovo Institute of Science and Technology| Perm State University","Russian Federation","1706| 2208| 2504| 2604| 3104","Computer Science Applications| Electrical and Electronic Engineering| Electronic, Optical and Magnetic Materials| Applied Mathematics| Condensed Matter Physics","Remote Sensing,Image Classification,Satellite Imagery","153","Forest Inventory,Tree Crown,Canopy Height","1452","97.122","99.342"
"Influence of submerged heating on vertical Bridgman crystal growth of silicon under travelling magnetic field","Lyubimova, T.P.| Ivantsov, A.O.| Khlybov, O.| Gonik, M.A.| Zaidat, K.| Duffar, T.","6","7003528531| 36829549400| 6506627996| 6603885627| 22735882600| 55896880200","2020","Journal of Crystal Growth","2.36","36","1","0.89","17","26","Lyubimova, T.P., Ivantsov, A.O., Khlybov, O. and 3 more (...) (2020).Influence of submerged heating on vertical Bridgman crystal growth of silicon under travelling magnetic field. Journal of Crystal Growth,531","https://www.scopus.com/record/display.url?eid=2-s2.0-85074920097&origin=resultslist","10.1016/j.jcrysgro.2019.125340","Article","2-s2.0-85074920097","Institut polytechnique de Grenoble| CNRS| Perm State National Research University| Université Grenoble Alpes| RAS - Institute of Continuous Media Mechanics, Ural Branch","60026928| 60023914| 123444416| 60009236| 60008134| 60104653| 60108264","Institute of Continuous Media Mechanics of the Ural Branch of Russian Academy of Science| Perm State University| “Foton” Centre for Material Researches| Institut polytechnique de Grenoble| CNRS Centre National de la Recherche Scientifique| Universite Grenoble Alpes| Sciences et Ingénierie, Matériaux, Procédés (SIMaP)","France| Russian Federation","1604| 2505| 3104","Inorganic Chemistry| Materials Chemistry| Condensed Matter Physics","Magnesium Alloys,Alloys,Aluminum Alloys","106","Crucible Furnaces,Liquid Metals,Directional Solidification (Crystals)","17337","93.775","81.282"
"Ferrocenyltriazoles from 3β,28-Diacylbetulin: Synthesis and Cytotoxic Activity","Glushkov, V.A.| Shemyakina, D.A.| Zhukova, N.K.| Pavlogradskaya, L.V.| Dmitriev, M.V.| Eroshenko, D.V.| Galeev, A.R.| Mokrushin, I.G.","8","7004877307| 56453536300| 57213157945| 56453513500| 35094965000| 8891996700| 57204584223| 35364826700","2019","Russian Journal of Organic Chemistry","0.22","4","1","0.23","43","56","Glushkov, V.A., Shemyakina, D.A., Zhukova, N.K. and 5 more (...) (2019).Ferrocenyltriazoles from 3β,28-Diacylbetulin: Synthesis and Cytotoxic Activity. Russian Journal of Organic Chemistry,55(11) 1690-1697","https://www.scopus.com/record/display.url?eid=2-s2.0-85077610873&origin=resultslist","10.1134/S1070428019110083","Article","2-s2.0-85077610873","Perm State National Research University| RAS - Institute of Technical Chemistry, Ural Branch| Russian Academy of Sciences| RAS - Perm Federal Research Center, Ural Branch","60109739| 60109737| 60021331| 60023914","Institute of Technical Chemistry of Ural Branch of the RAS| Perm Federal Research Center, Ural Branch, Russian Academy of Sciences| Russian Academy of Sciences| Perm State University","Russian Federation","1605","Organic Chemistry","Acids,Triterpenes,Oleanolic Acid","765","Betulin,Betulonic Acid,Lupane","9941","55.89","94.886"
"Mycolicibacterium smegmatis possesses operational agmatinase but contains no detectable polyamines","Zamakhaev, M.| Tsyganov, I.| Nesterova, L.| Akhova, A.| Grigorov, A.| Bespyatykh, J.| Azhikina, T.| Tkachenko, A.| Shumkov, M.","9","57212254501| 57217027221| 7006004622| 12794628100| 57210812461| 56088750000| 6701483538| 7102705892| 8453764500","2020","International Journal of Mycobacteriology","1.11","8","1","0.4","17","32","Zamakhaev, M., Tsyganov, I., Nesterova, L. and 6 more (...) (2020).Mycolicibacterium smegmatis possesses operational agmatinase but contains no detectable polyamines. International Journal of Mycobacteriology,9(2) 138-143","https://www.scopus.com/record/display.url?eid=2-s2.0-85085854958&origin=resultslist","10.4103/ijmy.ijmy_48_20","Article","2-s2.0-85085854958","Federal Biomedical Agency Russia| Perm State National Research University| RAS - Institute of Ecology and Genetics of Microorganisms, Ural Branch| Russian Academy of Sciences| RAS - Perm Federal Research Center, Ural Branch| RAS - Ural Branch","60109101| 60021331| 60096201| 60023914| 60109740| 60109737| 60072266| 60085212| 60119116","Federal Research Centre “Fundamentals of Biotechnology” of the Russian Academy of Sciences| Russian Academy of Sciences| Bach Institute of Biochemistry| Perm State University| Institute of Ecology and Genetics of Microorganisms, Ural Branch of the Russian Academy of Sciences| Perm Federal Research Center, Ural Branch, Russian Academy of Sciences| Ural Branch, Russian Academy of Sciences| Shemyakin-Ovchinnikov Institute of Bioorganic Chemistry of the Russian Academy of Sciences| Federal Research and Clinical Center of Physical-Chemical Medicine of Federal Medical Biological Age","Russian Federation","2725| 2726","Infectious Diseases| Microbiology (medical)","Polyamines,Protein-Lysine 6-Oxidase,Spermidine","956","Polyamines,Acroleins,Spermidine","26387","37.818","73.884"
"Assessment of socio-contractual relations as a mechanism for overcoming poverty in modern Russian families (Based on sociological studies conducted in the perm krai)","Zamaraeva, Z.P.| Voronova, K.A.| Antipyev, K.A.| Telegina, G.A.| Starovojtova, L.I.","5","55857360800| 57201734676| 56019156200| 55023749300| 56669809800","2019","International Journal of Innovative Technology and Exploring Engineering","1.11","19","1","0.27","43","54","Zamaraeva, Z.P., Voronova, K.A., Antipyev, K.A. and 2 more (...) (2019).Assessment of socio-contractual relations as a mechanism for overcoming poverty in modern Russian families (Based on sociological studies conducted in the perm krai). International Journal of Innovative Technology and Exploring Engineering,8(7) 2254-2262","https://www.scopus.com/record/display.url?eid=2-s2.0-85067860948&origin=resultslist","-","Article","2-s2.0-85067860948","Perm State National Research University| Russian State Social University ","60023914| 60023914| 60105816","Perm State University| Perm State University| Russian State Social University","Russian Federation","1700| 2205| 2208| 2211","General Computer Science| Civil and Structural Engineering| Electrical and Electronic Engineering| Mechanics of Materials","Russia,Russian,Ukraine","549","Collective Farm,Decollectivization,Soviet Period","22134","40.964","82.539"
"Resonances and multistability in a Josephson junction connected to a resonator","Goldobin, D.S.| Klimenko, L.S.","2","8368187600| 55038613500","2018","Physical Review E","1.07","13","1","0.2","56","63","Goldobin, D.S., Klimenko, L.S. (2018).Resonances and multistability in a Josephson junction connected to a resonator. Physical Review E,97(2) ","https://www.scopus.com/record/display.url?eid=2-s2.0-85042112023&origin=resultslist","10.1103/PhysRevE.97.022203","Article","2-s2.0-85042112023","Perm State National Research University| Russian Academy of Sciences| RAS - Institute of Continuous Media Mechanics, Ural Branch","60021331| 60026928| 60023914","Russian Academy of Sciences| Institute of Continuous Media Mechanics of the Ural Branch of Russian Academy of Science| Perm State University","Russian Federation","2613| 3104| 3109","Statistics and Probability| Condensed Matter Physics| Statistical and Nonlinear Physics","Quantum Optics,Quantum Computers,Quantum Theory","57","Qubits,Josephson Junctions,Superconducting Resonators","1357","95.917","98.997"
